dt,kdcode,score
2024-01-08,002201.SZ,0.11408174
2024-01-08,002202.SZ,0.009922985
2024-01-08,002203.SZ,-0.021655565
2024-01-08,002204.SZ,0.16732721
2024-01-08,002205.SZ,0.030017097
2024-01-08,002206.SZ,-0.029882407
2024-01-08,002207.SZ,0.17744412
2024-01-08,002208.SZ,0.22768298
2024-01-08,002209.SZ,-0.02756612
2024-01-08,002210.SZ,0.07192991
2024-01-08,002211.SZ,0.34174165
2024-01-08,002212.SZ,0.10697653
2024-01-08,002213.SZ,0.08393974
2024-01-08,002214.SZ,0.0031926625
2024-01-08,002215.SZ,0.05357284
2024-01-08,002216.SZ,-0.03603292
2024-01-08,002217.SZ,-0.09243913
2024-01-08,002218.SZ,-0.02430763
2024-01-08,002219.SZ,0.02957685
2024-01-08,002221.SZ,-0.08483462
2024-01-08,002222.SZ,-0.055426307
2024-01-08,002223.SZ,-0.01581205
2024-01-08,002224.SZ,0.046214756
2024-01-08,002225.SZ,0.1408954
2024-01-08,002226.SZ,-0.028274547
2024-01-08,002227.SZ,0.08547306
2024-01-08,002228.SZ,0.14845732
2024-01-08,002229.SZ,-0.1319106
2024-01-08,002230.SZ,-0.18176247
2024-01-08,002231.SZ,0.1104365
2024-01-08,002232.SZ,0.051353645
2024-01-08,002233.SZ,0.12459566
2024-01-08,002234.SZ,0.02964124
2024-01-08,002235.SZ,-0.25383896
2024-01-08,002236.SZ,-0.040878393
2024-01-08,002237.SZ,-0.038669847
2024-01-08,002238.SZ,-0.40132633
2024-01-08,002239.SZ,-0.20836446
2024-01-08,002240.SZ,-0.08759924
2024-01-08,002241.SZ,-0.31207862
2024-01-08,002242.SZ,0.010962181
2024-01-08,002243.SZ,0.0038421967
2024-01-08,002244.SZ,0.05715729
2024-01-08,002245.SZ,0.058716584
2024-01-08,002246.SZ,0.052559473
2024-01-08,002247.SZ,0.22724405
2024-01-08,002248.SZ,0.1050598
2024-01-08,002249.SZ,0.02922202
2024-01-08,002250.SZ,0.073473856
2024-01-08,002252.SZ,-0.01839321
2024-01-08,002253.SZ,0.08883789
2024-01-08,002254.SZ,-0.054616936
2024-01-08,002255.SZ,-0.34175834
2024-01-08,002256.SZ,-0.13726334
2024-01-08,002258.SZ,-0.01954374
2024-01-08,002261.SZ,-0.17960149
2024-01-08,002262.SZ,-0.100263275
2024-01-08,002263.SZ,0.15685938
2024-01-08,002264.SZ,0.14418948
2024-01-08,002265.SZ,0.120734796
2024-01-08,002266.SZ,0.045788668
2024-01-08,002267.SZ,0.07911615
2024-01-08,002268.SZ,-0.044646762
2024-01-08,002269.SZ,-0.20669667
2024-01-08,002270.SZ,-0.08962858
2024-01-08,002271.SZ,-0.038079247
2024-01-08,002272.SZ,0.15691106
2024-01-08,002273.SZ,0.04591737
2024-01-08,002274.SZ,0.02938961
2024-01-08,002275.SZ,-0.053164773
2024-01-08,002276.SZ,0.04471629
2024-01-08,002277.SZ,-0.015490976
2024-01-08,002278.SZ,0.24634676
2024-01-08,002279.SZ,-0.02771965
2024-01-08,002280.SZ,-0.0641691
2024-01-08,002281.SZ,-0.17351535
2024-01-08,002282.SZ,-0.43524975
2024-01-08,002283.SZ,0.111037835
2024-01-08,002284.SZ,0.023737809
2024-01-08,002285.SZ,0.052540988
2024-01-08,002286.SZ,0.08879516
2024-01-08,002287.SZ,0.05782356
2024-01-08,002288.SZ,0.19609956
2024-01-08,002290.SZ,0.12708156
2024-01-08,002291.SZ,-0.08398781
2024-01-08,002292.SZ,-0.19473788
2024-01-08,002293.SZ,0.08186533
2024-01-08,002294.SZ,-0.021705989
2024-01-08,002295.SZ,0.1288345
2024-01-08,002296.SZ,0.0117532145
2024-01-08,002297.SZ,0.027531033
2024-01-08,002298.SZ,0.016305689
2024-01-08,002299.SZ,-0.033460986
2024-01-08,002300.SZ,-0.079563335
2024-01-08,002301.SZ,0.11565242
2024-01-08,002302.SZ,0.093365446
2024-01-08,002303.SZ,0.0582275
2024-01-08,002304.SZ,-0.15944383
2024-01-08,002305.SZ,-0.08457061
2024-01-08,002306.SZ,-0.4686846
2024-01-08,002307.SZ,-0.031207535
2024-01-08,002308.SZ,-0.10674232
2024-01-08,002310.SZ,0.00606778
2024-01-08,002311.SZ,-0.117012
2024-01-08,002312.SZ,-0.042410992
2024-01-08,002313.SZ,-0.031600837
2024-01-08,002314.SZ,0.052981816
2024-01-08,002315.SZ,0.01596548
2024-01-08,002316.SZ,0.031350374
2024-01-08,002317.SZ,-0.1258224
2024-01-08,002318.SZ,-0.13882087
2024-01-08,002319.SZ,0.0011883316
2024-01-08,002320.SZ,0.020375315
2024-01-08,002321.SZ,0.22029078
2024-01-08,002322.SZ,-0.034366876
2024-01-08,002323.SZ,-0.47048765
2024-01-08,002324.SZ,-0.055591166
2024-01-08,002325.SZ,0.24189873
2024-01-08,002326.SZ,-0.025347795
2024-01-08,002327.SZ,0.022690464
2024-01-08,002328.SZ,-0.062613055
2024-01-08,002329.SZ,-0.008982421
2024-01-08,002330.SZ,0.047468863
2024-01-08,002331.SZ,0.051944055
2024-01-08,002332.SZ,0.11394781
2024-01-08,002333.SZ,0.3446167
2024-01-08,002334.SZ,-0.032979067
2024-01-08,002335.SZ,-0.10664274
2024-01-08,002336.SZ,-0.18236586
2024-01-08,002337.SZ,-0.43298477
2024-01-08,002338.SZ,-0.043837093
2024-01-08,002339.SZ,0.0646297
2024-01-08,002340.SZ,-0.09281946
2024-01-08,002341.SZ,-0.32181734
2024-01-08,002342.SZ,-0.18579783
2024-01-08,002343.SZ,0.017094124
2024-01-08,002344.SZ,0.14981726
2024-01-08,002345.SZ,0.10035373
2024-01-08,002346.SZ,0.110196315
2024-01-08,002347.SZ,-0.46880865
2024-01-08,002348.SZ,0.25371525
2024-01-08,002349.SZ,-0.058801055
2024-01-08,002350.SZ,0.14336349
2024-01-08,002351.SZ,0.0070514837
2024-01-08,002352.SZ,-0.14004144
2024-01-08,002353.SZ,-0.10996598
2024-01-08,002354.SZ,-0.097003736
2024-01-08,002355.SZ,-0.0066951513
2024-01-08,002356.SZ,7.778071e-05
2024-01-08,002357.SZ,0.17556684
2024-01-08,002358.SZ,0.1832929
2024-01-08,002360.SZ,0.12705109
2024-01-08,002361.SZ,0.15897281
2024-01-08,002362.SZ,-0.47256225
2024-01-08,002363.SZ,0.08400343
2024-01-08,002364.SZ,0.13621709
2024-01-08,002365.SZ,0.0710662
2024-01-08,002366.SZ,-0.20410252
2024-01-08,002367.SZ,0.027928833
2024-01-08,002368.SZ,-0.08611091
2024-01-08,002369.SZ,0.068783596
2024-01-08,002370.SZ,0.086636975
2024-01-08,002371.SZ,-0.20256133
2024-01-08,002372.SZ,0.042736415
2024-01-08,002373.SZ,0.033386264
2024-01-08,002374.SZ,0.0070726685
2024-01-08,002375.SZ,-0.047004335
2024-01-08,002376.SZ,0.06416546
2024-01-08,002377.SZ,0.12521286
2024-01-08,002378.SZ,0.08882429
2024-01-08,002379.SZ,0.043401666
2024-01-08,002380.SZ,0.068399966
2024-01-08,002381.SZ,0.061991967
2024-01-08,002382.SZ,0.146821
2024-01-08,002383.SZ,0.01866975
2024-01-08,002384.SZ,-0.07958085
2024-01-08,002385.SZ,-0.039046746
2024-01-08,002386.SZ,0.015555507
2024-01-08,002387.SZ,0.015154322
2024-01-08,002388.SZ,0.18044926
2024-01-08,002389.SZ,0.03439401
2024-01-08,002390.SZ,0.00031051505
2024-01-08,002391.SZ,0.08411284
2024-01-08,002392.SZ,0.20098767
2024-01-08,002393.SZ,-0.10023229
2024-01-08,002394.SZ,0.1114348
2024-01-08,002395.SZ,-0.47219402
2024-01-08,002396.SZ,0.00493088
2024-01-08,002397.SZ,0.014568314
2024-01-08,002398.SZ,0.024047526
2024-01-08,002399.SZ,-0.0075127305
2024-01-08,002400.SZ,-0.02924316
2024-01-08,002401.SZ,0.012859933
2024-01-08,002402.SZ,-0.052059572
2024-01-08,002403.SZ,-0.3498833
2024-01-08,002404.SZ,0.22779238
2024-01-08,002405.SZ,-0.058399897
2024-01-08,002406.SZ,-0.05781603
2024-01-08,002407.SZ,-0.019323846
2024-01-08,002408.SZ,-0.0059940317
2024-01-08,002409.SZ,-0.0473562
2024-01-08,002410.SZ,-0.09881057
2024-01-08,002412.SZ,0.14958277
2024-01-08,002413.SZ,-0.038960967
2024-01-08,002414.SZ,-0.0011651053
2024-01-08,002415.SZ,-0.25321394
2024-01-08,002416.SZ,0.004562946
2024-01-08,002418.SZ,0.11629425
2024-01-08,002419.SZ,0.0008492492
2024-01-08,002420.SZ,0.10114411
2024-01-08,002421.SZ,-0.26027018
2024-01-08,002422.SZ,-0.0016593229
2024-01-08,002423.SZ,0.055108678
2024-01-08,002424.SZ,-0.10921589
2024-01-08,002425.SZ,0.03419891
2024-01-08,002426.SZ,-0.054642428
2024-01-08,002427.SZ,0.16793689
2024-01-08,002428.SZ,0.023163043
2024-01-08,002429.SZ,0.056898735
2024-01-08,002430.SZ,-0.03045756
2024-01-08,002431.SZ,0.024695639
2024-01-08,002432.SZ,-0.09313654
2024-01-08,002434.SZ,0.0637367
2024-01-08,002435.SZ,-0.059496135
2024-01-08,002436.SZ,0.013093037
2024-01-08,002437.SZ,-0.056963813
2024-01-08,002438.SZ,0.028689468
2024-01-08,002439.SZ,-0.03550702
2024-01-08,002440.SZ,0.1269014
2024-01-08,002441.SZ,0.074472435
2024-01-08,002442.SZ,-0.32603052
2024-01-08,002443.SZ,0.08158
2024-01-08,002444.SZ,0.010798139
2024-01-08,002445.SZ,-0.061957646
2024-01-08,002446.SZ,0.02458188
2024-01-08,002448.SZ,0.08950538
2024-01-08,002449.SZ,0.12841992
2024-01-08,002451.SZ,0.008065636
2024-01-08,002452.SZ,0.06076337
2024-01-08,002453.SZ,-0.09262657
2024-01-08,002454.SZ,0.049719065
2024-01-08,002455.SZ,0.09715475
2024-01-08,002456.SZ,-0.052997142
2024-01-08,002457.SZ,-0.0894654
2024-01-08,002458.SZ,-0.02818342
2024-01-08,002459.SZ,-0.2555787
2024-01-08,002460.SZ,-0.3847162
2024-01-08,002461.SZ,-0.035284273
2024-01-08,002462.SZ,0.028749919
2024-01-08,002463.SZ,-0.029200364
2024-01-08,002465.SZ,-0.05987245
2024-01-08,002466.SZ,-0.3104779
2024-01-08,002467.SZ,0.06045745
2024-01-08,002468.SZ,0.04226146
2024-01-08,002469.SZ,0.15909937
2024-01-08,002470.SZ,0.00089927204
2024-01-08,002471.SZ,-0.0686845
2024-01-08,002472.SZ,-0.057233356
2024-01-08,002474.SZ,0.11200348
2024-01-08,002475.SZ,-0.16023144
2024-01-08,002476.SZ,-0.04520507
2024-01-08,002478.SZ,0.0053012394
2024-01-08,002479.SZ,-0.038757797
2024-01-08,002480.SZ,0.034566328
2024-01-08,002481.SZ,0.06400884
2024-01-08,002483.SZ,0.09333624
2024-01-08,002484.SZ,-0.022305453
2024-01-08,002486.SZ,0.18799508
2024-01-08,002487.SZ,-0.16839364
2024-01-08,002488.SZ,-0.026427856
2024-01-08,002489.SZ,0.17114681
2024-01-08,002490.SZ,0.03704243
2024-01-08,002491.SZ,0.053046394
2024-01-08,002492.SZ,0.2565788
2024-01-08,002493.SZ,-0.048248477
2024-01-08,002494.SZ,0.2841288
2024-01-08,002495.SZ,0.3159719
2024-01-08,002496.SZ,0.1002074
2024-01-08,002497.SZ,-0.021325856
2024-01-08,002498.SZ,0.09818049
2024-01-08,002500.SZ,0.025840517
2024-01-08,002501.SZ,0.14108182
2024-01-08,002505.SZ,-0.16875842
2024-01-08,002506.SZ,-0.15906477
2024-01-08,002507.SZ,-0.00417644
2024-01-08,002508.SZ,-0.10437397
2024-01-08,002510.SZ,-0.10085954
2024-01-08,002511.SZ,-0.033406656
2024-01-08,002512.SZ,-0.43955913
2024-01-08,002513.SZ,0.25015515
2024-01-08,002514.SZ,-0.3270223
2024-01-08,002515.SZ,-0.056327254
2024-01-08,002516.SZ,0.09272231
2024-01-08,002517.SZ,-0.2496945
2024-01-08,002518.SZ,-0.018460602
2024-01-08,002519.SZ,0.03805982
2024-01-08,002520.SZ,0.03240849
2024-01-08,002521.SZ,0.19201455
2024-01-08,002522.SZ,0.014865455
2024-01-08,002523.SZ,0.08037261
2024-01-08,002524.SZ,0.09757745
2024-01-08,002526.SZ,-0.16988063
2024-01-08,002527.SZ,0.0016986206
2024-01-08,002528.SZ,-0.11180985
2024-01-08,002529.SZ,-0.3555954
2024-01-08,002530.SZ,-0.059710044
2024-01-08,002531.SZ,0.096753284
2024-01-08,002532.SZ,-0.052447688
2024-01-08,002533.SZ,0.12429954
2024-01-08,002534.SZ,-0.048040725
2024-01-08,002535.SZ,-0.033108167
2024-01-08,002536.SZ,-0.4718732
2024-01-08,002537.SZ,0.071599334
2024-01-08,002538.SZ,0.019897452
2024-01-08,002539.SZ,-0.013939485
2024-01-08,002540.SZ,0.094738424
2024-01-08,002541.SZ,-0.049738504
2024-01-08,002542.SZ,-0.048642956
2024-01-08,002543.SZ,-0.12742175
2024-01-08,002544.SZ,-0.033117414
2024-01-08,002545.SZ,0.035606973
2024-01-08,002546.SZ,0.13206278
2024-01-08,002547.SZ,-0.10513768
2024-01-08,002548.SZ,-0.035921834
2024-01-08,002549.SZ,0.050760888
2024-01-08,002550.SZ,0.028080594
2024-01-08,002551.SZ,0.17828918
2024-01-08,002552.SZ,0.13596638
2024-01-08,002553.SZ,0.07041117
2024-01-08,002554.SZ,0.14768204
2024-01-08,002555.SZ,-0.20566705
2024-01-08,002556.SZ,-0.0071352436
2024-01-08,002557.SZ,-0.07829805
2024-01-08,002558.SZ,-0.040764373
2024-01-08,002559.SZ,0.004428201
2024-01-08,002560.SZ,0.050177973
2024-01-08,002561.SZ,-0.47162446
2024-01-08,002562.SZ,0.057099402
2024-01-08,002563.SZ,0.09719465
2024-01-08,002565.SZ,0.13595508
2024-01-08,002566.SZ,0.06623557
2024-01-08,002567.SZ,0.09523504
2024-01-08,002568.SZ,0.0022708208
2024-01-08,002570.SZ,0.06007289
2024-01-08,002571.SZ,0.22572358
2024-01-08,002572.SZ,-0.051592194
2024-01-08,002573.SZ,0.08653625
2024-01-08,002574.SZ,0.13328978
2024-01-08,002575.SZ,-0.23272511
2024-01-08,002576.SZ,0.099763565
2024-01-08,002577.SZ,-0.3845503
2024-01-08,002578.SZ,0.12023376
2024-01-08,002579.SZ,0.015477186
2024-01-08,002580.SZ,0.0686839
2024-01-08,002581.SZ,-0.020758608
2024-01-08,002582.SZ,0.040491864
2024-01-08,002583.SZ,-0.047790684
2024-01-08,002584.SZ,-0.41935807
2024-01-08,002585.SZ,0.044029094
2024-01-08,002587.SZ,-0.3598695
2024-01-08,002588.SZ,0.03356202
2024-01-08,002589.SZ,0.026232239
2024-01-08,002590.SZ,-0.020694405
2024-01-08,002591.SZ,-0.042451996
2024-01-08,002593.SZ,0.3062519
2024-01-08,002594.SZ,-0.25367412
2024-01-08,002595.SZ,-0.06822614
2024-01-08,002596.SZ,0.08937907
2024-01-08,002597.SZ,-0.00073766836
2024-01-08,002598.SZ,0.07771908
2024-01-08,002599.SZ,-0.1942563
2024-01-08,002600.SZ,0.008690206
2024-01-08,002601.SZ,-0.09339826
2024-01-08,002602.SZ,-0.057422675
2024-01-08,002603.SZ,-0.14075425
2024-01-08,002605.SZ,0.14209265
2024-01-08,002606.SZ,0.10871805
2024-01-08,002607.SZ,-0.05610939
2024-01-08,002608.SZ,0.14675997
2024-01-08,002609.SZ,0.09383892
2024-01-08,002610.SZ,-0.38397527
2024-01-08,002611.SZ,0.03141655
2024-01-08,002612.SZ,0.014711907
2024-01-08,002613.SZ,-0.009485808
2024-01-08,002614.SZ,0.11631608
2024-01-08,002615.SZ,0.02193491
2024-01-08,002616.SZ,0.19034666
2024-01-08,002617.SZ,-0.056569297
2024-01-08,002620.SZ,-0.13597444
2024-01-08,002621.SZ,0.29618382
2024-01-08,002622.SZ,0.27206445
2024-01-08,002623.SZ,0.0187377
2024-01-08,002624.SZ,-0.06734302
2024-01-08,002625.SZ,-0.039856333
2024-01-08,002626.SZ,0.0315285
2024-01-08,002627.SZ,0.20614567
2024-01-08,002628.SZ,0.20239969
2024-01-08,002629.SZ,0.07169475
2024-01-08,002630.SZ,0.09311398
2024-01-08,002631.SZ,0.22263174
2024-01-08,002632.SZ,-0.44868603
2024-01-08,002633.SZ,0.16228227
2024-01-08,002634.SZ,-0.23696497
2024-01-08,002635.SZ,0.019359807
2024-01-08,002636.SZ,0.06338987
2024-01-08,002637.SZ,0.08490668
2024-01-08,002638.SZ,0.13480198
2024-01-08,002639.SZ,-0.06677251
2024-01-08,002640.SZ,-0.19979088
2024-01-08,002641.SZ,0.12807614
2024-01-08,002642.SZ,0.022408003
2024-01-08,002643.SZ,0.027466398
2024-01-08,002644.SZ,0.034272145
2024-01-08,002645.SZ,0.077341706
2024-01-08,002646.SZ,-0.015826344
2024-01-08,002647.SZ,0.10974453
2024-01-08,002648.SZ,-0.0001527492
2024-01-08,002649.SZ,0.04533125
2024-01-08,002650.SZ,0.11017273
2024-01-08,002651.SZ,0.08452348
2024-01-08,002652.SZ,0.23685756
2024-01-08,002653.SZ,-0.09507464
2024-01-08,002654.SZ,-0.27666235
2024-01-08,002655.SZ,0.054480962
2024-01-08,002657.SZ,0.11352301
2024-01-08,002658.SZ,0.11173896
2024-01-08,002659.SZ,0.17486009
2024-01-08,002660.SZ,-0.3204597
2024-01-08,002661.SZ,0.102113724
2024-01-08,002662.SZ,0.12516019
2024-01-08,002663.SZ,0.2676719
2024-01-08,002664.SZ,-8.081831e-05
2024-01-08,002665.SZ,-0.018070787
2024-01-08,002666.SZ,-0.14384459
2024-01-08,002667.SZ,0.09707296
2024-01-08,002668.SZ,0.06770842
2024-01-08,002669.SZ,0.07032443
2024-01-08,002670.SZ,-0.025754675
2024-01-08,002671.SZ,0.06410507
2024-01-08,002672.SZ,0.08049612
2024-01-08,002673.SZ,-0.019822052
2024-01-08,002674.SZ,0.11579138
2024-01-08,002675.SZ,-0.01676532
2024-01-08,002676.SZ,0.15017006
2024-01-08,002677.SZ,0.14013176
2024-01-08,002678.SZ,0.19168194
2024-01-08,002679.SZ,0.071722604
2024-01-08,002681.SZ,-0.17084655
2024-01-08,002683.SZ,-0.022365864
2024-01-08,002685.SZ,0.07682271
2024-01-08,002686.SZ,0.15824129
2024-01-08,002687.SZ,0.10899989
2024-01-08,002688.SZ,0.12393135
2024-01-08,002689.SZ,0.21017492
2024-01-08,002690.SZ,-0.011464773
2024-01-08,002691.SZ,-0.061573274
2024-01-08,002692.SZ,0.047439225
2024-01-08,002693.SZ,0.07051588
2024-01-08,002694.SZ,0.04994186
2024-01-08,002695.SZ,0.08704373
2024-01-08,002696.SZ,0.17189361
2024-01-08,002698.SZ,-0.014351586
2024-01-08,002701.SZ,0.07171146
2024-01-08,002702.SZ,0.048422437
2024-01-08,002703.SZ,-0.25888032
2024-01-08,002705.SZ,-0.015952101
2024-01-08,002706.SZ,0.037980292
2024-01-08,002707.SZ,-0.088384666
2024-01-08,002708.SZ,0.11144505
2024-01-08,002709.SZ,-0.10000984
2024-01-08,002712.SZ,-0.033064473
2024-01-08,002713.SZ,0.193171
2024-01-08,002714.SZ,-0.04885123
2024-01-08,002715.SZ,0.09314518
2024-01-08,002716.SZ,-0.051530648
2024-01-08,002717.SZ,-0.06491212
2024-01-08,002718.SZ,0.09517546
2024-01-08,002719.SZ,0.21749265
2024-01-08,002722.SZ,0.043089252
2024-01-08,002723.SZ,-0.013529627
2024-01-08,002724.SZ,0.08272784
2024-01-08,002725.SZ,0.022433946
2024-01-08,002726.SZ,-0.19968696
2024-01-08,002727.SZ,-0.07548779
2024-01-08,002728.SZ,0.07417263
2024-01-08,002729.SZ,0.010224796
2024-01-08,002730.SZ,0.02606923
2024-01-08,002731.SZ,0.07056211
2024-01-08,002732.SZ,0.05363853
2024-01-08,002733.SZ,-0.03667167
2024-01-08,002734.SZ,0.13825475
2024-01-08,002735.SZ,0.010391863
2024-01-08,002736.SZ,-0.061200947
2024-01-08,002737.SZ,-0.08442414
2024-01-08,002738.SZ,-0.18086992
2024-01-08,002741.SZ,0.06252409
2024-01-08,002743.SZ,0.14213245
2024-01-08,002745.SZ,0.0701413
2024-01-08,002746.SZ,0.09634162
2024-01-08,002747.SZ,-0.056861043
2024-01-08,002748.SZ,0.14848524
2024-01-08,002749.SZ,0.086750455
2024-01-08,002750.SZ,-0.3961542
2024-01-08,002752.SZ,0.16954145
2024-01-08,002753.SZ,0.10853626
2024-01-08,002755.SZ,0.00065401115
2024-01-08,002756.SZ,-0.42281085
2024-01-08,002757.SZ,-0.037166692
2024-01-08,002758.SZ,-0.34157008
2024-01-08,002759.SZ,0.037779532
2024-01-08,002760.SZ,0.110386394
2024-01-08,002761.SZ,0.019434478
2024-01-08,002762.SZ,0.069406666
2024-01-08,002763.SZ,0.29201382
2024-01-08,002765.SZ,-0.010455304
2024-01-08,002766.SZ,0.19205447
2024-01-08,002767.SZ,0.20661202
2024-01-08,002768.SZ,-0.02158762
2024-01-08,002769.SZ,0.12761095
2024-01-08,002771.SZ,-0.47250208
2024-01-08,002772.SZ,0.07992296
2024-01-08,002773.SZ,-0.013132714
2024-01-08,002774.SZ,0.055788316
2024-01-08,002775.SZ,0.34359828
2024-01-08,002777.SZ,-0.0012769445
2024-01-08,002778.SZ,0.22956307
2024-01-08,002779.SZ,-0.07334165
2024-01-08,002780.SZ,-0.4703041
2024-01-08,002782.SZ,-0.053973455
2024-01-08,002783.SZ,-0.28551164
2024-01-08,002785.SZ,-0.073721185
2024-01-08,002786.SZ,-0.25818712
2024-01-08,002787.SZ,0.1421775
2024-01-08,002788.SZ,0.18811396
2024-01-08,002789.SZ,0.13811699
2024-01-08,002790.SZ,0.12160449
2024-01-08,002791.SZ,-0.039192926
2024-01-08,002792.SZ,0.019549381
2024-01-08,002793.SZ,0.056298893
2024-01-08,002795.SZ,0.07549582
2024-01-08,002796.SZ,0.07463854
2024-01-08,002797.SZ,-0.06866458
2024-01-08,002798.SZ,0.18854792
2024-01-08,002799.SZ,0.013607455
2024-01-08,002801.SZ,0.092617765
2024-01-08,002802.SZ,0.17564389
2024-01-08,002803.SZ,0.08388801
2024-01-08,002805.SZ,0.0018870838
2024-01-08,002806.SZ,0.019529387
2024-01-08,002807.SZ,-0.0027708008
2024-01-08,002809.SZ,0.086946055
2024-01-08,002810.SZ,-0.023466866
2024-01-08,002811.SZ,0.02466695
2024-01-08,002812.SZ,-0.19447789
2024-01-08,002813.SZ,0.008273071
2024-01-08,002815.SZ,0.08137713
2024-01-08,002817.SZ,0.1677606
2024-01-08,002818.SZ,-0.02274544
2024-01-08,002819.SZ,-0.4719778
2024-01-08,002820.SZ,0.047577295
2024-01-08,002821.SZ,-0.11243884
2024-01-08,002822.SZ,0.19119552
2024-01-08,002823.SZ,0.06981082
2024-01-08,002824.SZ,0.087167814
2024-01-08,002826.SZ,0.05910189
2024-01-08,002827.SZ,0.00647216
2024-01-08,002828.SZ,0.030036708
2024-01-08,002829.SZ,0.016524343
2024-01-08,002830.SZ,0.24027288
2024-01-08,002831.SZ,-0.06573499
2024-01-08,002832.SZ,-0.11414313
2024-01-08,002833.SZ,0.0013800431
2024-01-08,002835.SZ,-0.035808295
2024-01-08,002836.SZ,0.26859862
2024-01-08,002837.SZ,-0.042535003
2024-01-08,002838.SZ,0.027457315
2024-01-08,002839.SZ,-0.14082906
2024-01-08,002840.SZ,0.0039640996
2024-01-08,002841.SZ,-0.049940553
2024-01-08,002842.SZ,0.15094002
2024-01-08,002843.SZ,-0.031247621
2024-01-08,002845.SZ,0.055800267
2024-01-08,002846.SZ,0.15314011
2024-01-08,002847.SZ,-0.07847347
2024-01-08,002848.SZ,0.04785409
2024-01-08,002849.SZ,0.043462988
2024-01-08,002850.SZ,-0.052985836
2024-01-08,002851.SZ,-0.0682217
2024-01-08,002852.SZ,0.10438772
2024-01-08,002853.SZ,0.08407941
2024-01-08,002855.SZ,-0.47225484
2024-01-08,002856.SZ,0.009037891
2024-01-08,002857.SZ,0.044531666
2024-01-08,002858.SZ,0.32353178
2024-01-08,002859.SZ,0.019713283
2024-01-08,002860.SZ,0.08594492
2024-01-08,002861.SZ,-0.0051467046
2024-01-08,002862.SZ,-0.47257638
2024-01-08,002863.SZ,0.14325953
2024-01-08,002864.SZ,0.023644362
2024-01-08,002865.SZ,-0.024162756
2024-01-08,002866.SZ,-0.026235795
2024-01-08,002867.SZ,0.03243393
2024-01-08,002868.SZ,0.0985522
2024-01-08,002869.SZ,-0.014679608
2024-01-08,002870.SZ,-0.078164965
2024-01-08,002871.SZ,0.12272545
2024-01-08,002873.SZ,0.057653416
2024-01-08,002875.SZ,0.19453155
2024-01-08,002876.SZ,-0.11344085
2024-01-08,002877.SZ,0.055918396
2024-01-08,002878.SZ,-0.16742887
2024-01-08,002879.SZ,0.050678153
2024-01-08,002880.SZ,-0.0035669678
2024-01-08,002881.SZ,-0.21619323
2024-01-08,002882.SZ,-0.47063884
2024-01-08,002883.SZ,-0.038973883
2024-01-08,002884.SZ,-0.03864238
2024-01-08,002885.SZ,0.040600378
2024-01-08,002886.SZ,0.117939256
2024-01-08,002887.SZ,0.07408073
2024-01-08,002888.SZ,-0.35367736
2024-01-08,002889.SZ,0.027457092
2024-01-08,002890.SZ,-0.10103285
2024-01-08,002891.SZ,-0.030038154
2024-01-08,002892.SZ,0.12886173
2024-01-08,002893.SZ,0.004929616
2024-01-08,002895.SZ,-0.033501882
2024-01-08,002896.SZ,0.098083675
2024-01-08,002897.SZ,-0.08718805
2024-01-08,002898.SZ,0.0886198
2024-01-08,002899.SZ,-0.018547615
2024-01-08,002900.SZ,0.107481286
2024-01-08,002901.SZ,-0.047254674
2024-01-08,002902.SZ,0.0046637757
2024-01-08,002903.SZ,0.09457491
2024-01-08,002905.SZ,0.03847035
2024-01-08,002906.SZ,-0.04537129
2024-01-08,002907.SZ,-0.42779905
2024-01-08,002908.SZ,-0.18368378
2024-01-08,002909.SZ,0.23011644
2024-01-08,002910.SZ,0.214654
2024-01-08,002911.SZ,0.055189423
2024-01-08,002912.SZ,-0.0039653555
2024-01-08,002913.SZ,-0.0044393563
2024-01-08,002915.SZ,-0.472547
2024-01-08,002916.SZ,-0.084731996
2024-01-08,002917.SZ,0.1328917
2024-01-08,002918.SZ,-0.006786498
2024-01-08,002919.SZ,-0.08285727
2024-01-08,002920.SZ,-0.24451537
2024-01-08,002921.SZ,0.0634425
2024-01-08,002922.SZ,0.0575848
2024-01-08,002923.SZ,0.12021911
2024-01-08,002925.SZ,0.05498279
2024-01-08,002926.SZ,-0.049368937
2024-01-08,002927.SZ,0.08312136
2024-01-08,002928.SZ,0.00061386527
2024-01-08,002929.SZ,0.09597032
2024-01-08,002930.SZ,0.0619627
2024-01-08,002931.SZ,0.032645952
2024-01-08,002932.SZ,-0.0416198
2024-01-08,002933.SZ,0.19811067
2024-01-08,002935.SZ,-0.23525913
2024-01-08,002936.SZ,-0.085354805
2024-01-08,002937.SZ,-0.012854271
2024-01-08,002938.SZ,-0.034041245
2024-01-08,002939.SZ,-0.07462533
2024-01-08,002940.SZ,0.06934322
2024-01-08,002941.SZ,-0.07745828
2024-01-08,002942.SZ,0.27507058
2024-01-08,002943.SZ,-0.0059510986
2024-01-08,002945.SZ,-0.45713386
2024-01-08,002946.SZ,0.10286798
2024-01-08,002947.SZ,-0.0092241
2024-01-08,002948.SZ,-0.022497023
2024-01-08,002949.SZ,0.062201224
2024-01-08,002950.SZ,0.101179406
2024-01-08,002952.SZ,-0.45763713
2024-01-08,002953.SZ,0.013930196
2024-01-08,002955.SZ,0.0065660165
2024-01-08,002956.SZ,0.085905515
2024-01-08,002957.SZ,0.08130352
